# Experiment: OpenBCISession_2025-11-15_11-29-43
# Original file: OpenBCI-RAW-2025-11-15_12-33-39.txt
# Duration: 1.0 minutes
# Sample rate: 200 Hz
# Sample count: 12535
# Board: OpenBCI_GUI$BoardGanglionBLE
#
sample_index,eeg_ch0,eeg_ch1,eeg_ch2,eeg_ch3,timestamp_unix
18.0,-268.5809153178707,-181.33839910151437,-203.74974958598614,-173.03582119988278,2025-11-15 17:33:39.334903240
19.0,-231.22679456043988,-151.33318175701424,-189.26885695755482,-149.74746417580172,2025-11-15 17:33:39.348560810
19.0,-56.72306262794882,-3.0760677135549486,-67.479014900513,-45.516452410724014,2025-11-15 17:33:39.348560810
20.0,-228.10023819748312,-141.0521967788227,-163.8599766585976,-128.59085012646392,2025-11-15 17:33:39.364199638
20.0,-276.86105381976813,-196.71686771931127,-220.04823359288275,-175.42187737161294,2025-11-15 17:33:39.364199638
21.0,-105.04630995541811,-48.94594067009166,-104.47784516215324,-69.84076172253117,2025-11-15 17:33:39.364913225
21.0,-159.26737951301038,-82.7995150689967,-114.75509024038911,-85.95225073164329,2025-11-15 17:33:39.364913225
22.0,-263.4497725786641,-174.2138896859251,-198.03518245369196,-165.52610208885744,2025-11-15 17:33:39.378587246
22.0,-183.03070383146405,-112.49058081721887,-158.49322022218257,-121.12226991495118,2025-11-15 17:33:39.378587246
23.0,-83.1903346143663,-20.204809510614723,-69.15075018070638,-51.81070403615013,2025-11-15 17:33:39.394404411
23.0,-285.6572985155508,-190.65822979109362,-210.75084230303764,-174.61031908122823,2025-11-15 17:33:39.394404411
24.0,-244.92604809813201,-167.05198127077892,-203.31218129117042,-165.1371524934657,2025-11-15 17:33:39.394927979
24.0,-63.06967285275459,-15.48131586657837,-76.27525959629565,-49.503185763489455,2025-11-15 17:33:39.394927979
25.0,-231.0771985622123,-145.84300862206146,-164.36486315261573,-130.32242380594835,2025-11-15 17:33:39.408558369
25.0,-270.4620849955827,-187.49427442857996,-214.026994664222,-177.04499395238236,2025-11-15 17:33:39.408558369
26.0,-100.32281631138176,-38.4817005940713,-103.1614003777504,-80.77996909292415,2025-11-15 17:33:39.424265862
26.0,-151.94839529972523,-68.96562513289973,-100.50607140921056,-64.04391679121181,2025-11-15 17:33:39.424265862
27.0,-282.07447435799986,-187.3297188305296,-209.6513117160648,-175.05536717595533,2025-11-15 17:33:39.424968243
27.0,-172.10645606089383,-100.80339345568791,-153.5902113802731,-127.36790284095332,2025-11-15 17:33:39.424968243
28.0,-89.09937654435635,-13.674944187980145,-66.04663321748376,-42.58811074541882,2025-11-15 17:33:39.438561916
28.0,-281.1058402694762,-190.01870689867064,-204.48276997730136,-170.7619620268233,2025-11-15 17:33:39.438561916
29.0,-235.83809120580554,-157.64239298226312,-195.02830288931727,-157.47035758430138,2025-11-15 17:33:39.454263210
29.0,-58.29756050929427,-14.523901477921754,-77.65528267994523,-51.21979984315112,2025-11-15 17:33:39.454263210
30.0,-240.35215045232326,-143.59532874869183,-161.06253149174154,-124.30492477724329,2025-11-15 17:33:39.454984665
30.0,-260.99639820773154,-180.31366651365533,-208.94073072448373,-173.9894956885837,2025-11-15 17:33:39.454984665
31.0,-102.58545578457415,-41.31654476048425,-102.43959968630224,-82.54520187200978,2025-11-15 17:33:39.468567848
31.0,-154.4055095706135,-69.5714889257215,-104.19361276552081,-82.25722957542166,2025-11-15 17:33:39.468567848
32.0,-285.9452708121389,-190.9948207871057,-216.39061143621802,-187.87574422406033,2025-11-15 17:33:39.484929085
32.0,-172.1924737598747,-102.28439383814111,-154.4765676697716,-127.68205443723127,2025-11-15 17:33:39.484929085
33.0,-88.87872244697064,-22.014921089168638,-75.18694870918989,-55.06441699760035,2025-11-15 17:33:39.485624075
33.0,-277.96058440674096,-186.54059993987903,-206.3190608555451,-162.51922252448276,2025-11-15 17:33:39.485624075
34.0,-241.43298153951764,-164.21339720441028,-195.12180038820952,-154.62803361797705,2025-11-15 17:33:39.498562098
34.0,-69.53595987614244,-8.839253545273095,-70.2914196671918,-49.103016468230635,2025-11-15 17:33:39.498562098
35.0,-233.19772183708847,-136.48203903296962,-160.24723330140114,-131.10032299673185,2025-11-15 17:33:39.514262438
35.0,-263.3525351798162,-170.69838372757658,-196.78605586849153,-163.14378581708297,2025-11-15 17:33:39.514262438
36.0,-85.5988301858306,-27.63225082261488,-97.34959584660828,-75.05792216071859,2025-11-15 17:33:39.514979362
36.0,-164.675274848938,-74.53059626696631,-108.7936897110194,-86.93958431994542,2025-11-15 17:33:39.514979362
37.0,-274.58719464670867,-177.2095495504327,-203.9068253841251,-171.56978041725233,2025-11-15 17:33:39.528547287
37.0,-177.00198510289192,-109.7380144498311,-159.83584430627525,-133.9725661627017,2025-11-15 17:33:39.528547287
38.0,-81.9299883292988,-15.040007671806961,-73.75456702616066,-50.59523655055091,2025-11-15 17:33:39.544270515
38.0,-263.50961097795516,-171.3640859196894,-184.7173987114802,-150.74227756401524,2025-11-15 17:33:39.544270515
39.0,-242.92146172188222,-163.5364753124304,-198.99633674230427,-163.9067254080437,2025-11-15 17:33:39.545008421
39.0,-62.47876865975559,-1.2659561350010335,-64.37863783724606,-45.034005316440016,2025-11-15 17:33:39.545008421
40.0,-229.36058448255062,-130.3037243061699,-148.0738589456305,-121.99740650458261,2025-11-15 17:33:39.558543682
40.0,-264.5268637659028,-170.07008053502068,-203.68243138678372,-166.315220979508,2025-11-15 17:33:39.558543682
41.0,-100.77908410597593,-35.770273126196116,-100.7155058067292,-77.84788752766326,2025-11-15 17:33:39.574251175
41.0,-162.49865307472646,-73.31886868132278,-102.25260468851775,-78.00122342584655,2025-11-15 17:33:39.574251175
42.0,-264.452065766789,-174.31486698472872,-197.56021515931934,-158.60354727087542,2025-11-15 17:33:39.574965000
42.0,-170.6030162787065,-95.87046541413292,-144.71542878542095,-120.61738342093304,2025-11-15 17:33:39.574965000
43.0,-88.04846465680748,-20.242208510171622,-68.41398988943547,-50.61393605032936,2025-11-15 17:33:39.588543892
43.0,-282.4596840534359,-190.11968419747427,-202.70257759839296,-172.429957407061,2025-11-15 17:33:39.588543892
44.0,-243.7404998121783,-161.1691186404787,-197.04410896543413,-151.44911865564063,2025-11-15 17:33:39.604247093
44.0,-70.8112657610327,-6.101646777708083,-70.99078095890582,-59.68693334283307,2025-11-15 17:33:39.604247093
45.0,-226.02459372207522,-135.65178124280646,-156.23058074899018,-134.7504653534852,2025-11-15 17:33:39.604956388
45.0,-265.73111155163497,-175.75098856771365,-205.40652526635677,-178.24550183815882,2025-11-15 17:33:39.604956388
46.0,-108.44961891509593,-39.52139278175309,-105.57363584917039,-84.25433615176007,2025-11-15 17:33:39.618600607
46.0,-146.61155806295574,-66.62818766059354,-101.10445540212095,-79.81507490435615,2025-11-15 17:33:39.618600607
47.0,-280.66827197466046,-187.28484003106132,-204.07886078208685,-178.52599433483556,2025-11-15 17:33:39.634284496
47.0,-187.1969523821026,-110.94974203547463,-157.20669463742524,-131.35089629376307,2025-11-15 17:33:39.634284496
48.0,-85.67362818494439,-19.299753721337765,-63.802693244069815,-45.62116960948333,2025-11-15 17:33:39.635041952
48.0,-266.9017002377659,-174.16901088645682,-192.85168111510575,-164.15355880511925,2025-11-15 17:33:39.635041952
49.0,-242.1847014306113,-156.2361905989237,-191.73345102835447,-172.71044990373775,2025-11-15 17:33:39.648603439
49.0,-51.13939199410379,11.367425915319473,-63.19682945124805,-43.16031543863937,2025-11-15 17:33:39.648603439
50.0,-226.37240441795439,-134.6382683548145,-162.3340974766761,-133.72573276562616,2025-11-15 17:33:39.679920912
50.0,-266.14998034667224,-177.76305474387482,-210.00286231189966,-183.70575577346608,2025-11-15 17:33:39.679920912
51.0,-103.7149055711925,-51.941600534599274,-116.61382051836699,-96.94381670141593,2025-11-15 17:33:39.680649519
51.0,-157.17303553782403,-77.01388983754441,-108.39352041576058,-81.99169667856768,2025-11-15 17:33:39.680649519
52.0,-268.0610692240298,-178.7690878319554,-202.43704470153898,-168.44322405429557,2025-11-15 17:33:39.681376696
52.0,-182.2378450408578,-106.5852787871845,-163.54956496227533,-137.79848381737247,2025-11-15 17:33:39.681376696
53.0,-83.60172360949218,-11.187910717446357,-70.90476325992495,-51.64614843809977,2025-11-15 17:33:39.694235086
53.0,-264.25759096909314,-168.73493625083938,-190.7236780403182,-162.41076542576775,2025-11-15 17:33:39.694235086
54.0,-238.88610966969281,-159.17575196409598,-191.47539793141186,-156.74107709294185,2025-11-15 17:33:39.694948435
54.0,-56.936236925423145,3.2705425112508237,-66.49168131221086,-57.28965747123584,2025-11-15 17:33:39.694948435
55.0,-227.4831547047943,-134.8215234526433,-161.34676388837397,-135.05339724989608,2025-11-15 17:33:39.708641529
55.0,-267.74317772779614,-181.48425519978628,-211.6596379922703,-179.5133279231377,2025-11-15 17:33:39.708641529
56.0,-103.18757967744023,-35.381323530804366,-101.55698329675943,-74.36230076896027,2025-11-15 17:33:39.724227428
56.0,-161.8591301823035,-79.40368590923026,-112.52610986679792,-88.48416300164536,2025-11-15 17:33:39.724227428
57.0,-277.2088645156473,-188.11883772118017,-211.37166569568217,-176.3942513600923,2025-11-15 17:33:39.724946737
57.0,-188.73405126389116,-117.68156195571646,-167.33060381747782,-138.58012290811166,2025-11-15 17:33:39.724946737
58.0,-83.48952661082149,-11.614259312395006,-65.33605222590268,-54.93726039910689,2025-11-15 17:33:39.738574982
58.0,-259.13766792975366,-164.84918019687757,-186.54994968976825,-160.62309324694797,2025-11-15 17:33:39.738574982
59.0,-239.2974986648187,-153.52850303100422,-185.5364368017763,-149.9045399739407,2025-11-15 17:33:39.754245996
59.0,-59.804740191437304,9.396498638670892,-59.400830996222794,-35.93108882429078,2025-11-15 17:33:39.754245996
60.0,-218.2530816141516,-122.87254309421405,-143.02125410549343,-121.1858482141979,2025-11-15 17:33:39.754937887
60.0,-270.92583259008825,-176.5887261577882,-204.55756797641516,-166.07960728229955,2025-11-15 17:33:39.754937887
61.0,-112.4251325679943,-46.38410920044407,-107.92603292129934,-90.36159277940169,2025-11-15 17:33:39.768577099
61.0,-148.4029701417312,-62.69381290720776,-98.17237383686006,-77.99000372597948,2025-11-15 17:33:39.768577099
62.0,-269.8375217029825,-176.51766805863008,-197.37322016153485,-167.72142336284742,2025-11-15 17:33:39.784265518
62.0,-184.76601741090417,-103.81775281997398,-157.43482853472233,-132.28587128268555,2025-11-15 17:33:39.784265518
63.0,-76.55949199292809,-2.058814925607294,-56.83899952657521,-48.10446318006143,2025-11-15 17:33:39.784949541
63.0,-282.6915578506887,-187.57281232764944,-208.58918012864888,-177.64711784524843,2025-11-15 17:33:39.784949541
64.0,-241.1562289427966,-155.10674081230536,-192.29817592166364,-151.61741415364668,2025-11-15 17:33:39.798584461
64.0,-61.67469016928226,4.818861092906445,-63.828872543759644,-47.61453628586605,2025-11-15 17:33:39.798584461
65.0,-222.5128276636824,-123.82247768295929,-151.11439760960639,-118.71377434348688,2025-11-15 17:33:39.814244986
65.0,-276.8647937197238,-181.76474769646302,-208.7986145261675,-169.31088084401563,2025-11-15 17:33:39.814244986
66.0,-109.20507870614529,-38.50413999380544,-106.33657544013113,-87.36967281484976,2025-11-15 17:33:39.814951897
66.0,-155.4078027587384,-67.76885714707896,-106.1271410426125,-84.84898024471477,2025-11-15 17:33:39.814951897
67.0,-276.59926082286984,-180.86343180714175,-205.96377035975456,-171.47628291836008,2025-11-15 17:33:39.828573704
67.0,-186.20961879380047,-109.13963045692071,-163.50094626285136,-129.46598671609536,2025-11-15 17:33:39.828573704
68.0,-80.10865705087781,-7.328333963174373,-63.71293564513326,-40.673281968105584,2025-11-15 17:33:39.844224691
68.0,-275.73908383306116,-178.45493623567745,-197.73973035719246,-161.96945723099634,2025-11-15 17:33:39.844224691
69.0,-235.00783341564238,-151.0115503608249,-193.65575960557908,-153.67809902923182,2025-11-15 17:33:39.844935894
69.0,-55.88158513791859,2.664678718429059,-64.5469333352521,-50.7822315483354,2025-11-15 17:33:39.844935894
70.0,-206.2106037568301,-114.92899558832869,-140.6239782338962,-105.79989979648963,2025-11-15 17:33:39.858577490
70.0,-282.38114615436643,-188.68356261448935,-221.46565567608923,-185.3999304533936,2025-11-15 17:33:39.858577490
71.0,-124.71444382239133,-51.40305494097993,-122.92677164357156,-99.05686017638072,2025-11-15 17:33:39.874249697
71.0,-160.77081929519773,-69.81458242284134,-106.96113873273134,-87.78480170993134,2025-11-15 17:33:39.874249697
72.0,-285.208510520868,-182.34817208955064,-215.51547484658659,-184.44625596469268,2025-11-15 17:33:39.874947786
72.0,-178.07907629013062,-110.05590594606474,-167.44280081614852,-137.40205442206934,2025-11-15 17:33:39.874947786
73.0,-83.60546350944787,-12.433297402691096,-70.57565206382424,-54.51839160406962,2025-11-15 17:33:39.888577938
73.0,-271.44941858388484,-173.49582889443263,-195.77254298049957,-161.15789894061163,2025-11-15 17:33:39.888577938
74.0,-251.96079991478473,-160.52959574805573,-200.0210693301633,-157.1711655878462,2025-11-15 17:33:39.904378891
74.0,-61.323139573447406,2.2345902235247195,-71.62282405141741,-47.087210392113775,2025-11-15 17:33:39.904378891
75.0,-228.07779879774898,-130.374782405328,-159.14396281447262,-126.47406675154343,2025-11-15 17:33:39.904946804
75.0,-277.0517887175083,-182.2883336902596,-215.0666868519038,-179.79756031977013,2025-11-15 17:33:39.904946804
76.0,-111.61357427760959,-46.40280870022252,-112.56724876631051,-94.68865702813491,2025-11-15 17:33:39.918662071
76.0,-147.97288164682686,-56.83712957659736,-99.04377052653581,-65.63337427238002,2025-11-15 17:33:39.918662071
77.0,-278.03912230581045,-184.89878385933116,-213.02096157614142,-185.407410253305,2025-11-15 17:33:39.934359550
77.0,-182.79883003421128,-107.73342807358131,-166.45546722784638,-138.47166580939665,2025-11-15 17:33:39.934359550
78.0,-71.41338965389878,1.3145748344250023,-60.208649386651814,-33.15234315721318,2025-11-15 17:33:39.934939146
78.0,-273.14359326381236,-168.48436295380816,-192.19719862286001,-157.088887788821,2025-11-15 17:33:39.934939146
79.0,-247.94040746241808,-157.29084238642827,-196.67011896986514,-161.5805076356046,2025-11-15 17:33:39.948598385
79.0,-66.05037311743945,9.011288943234831,-66.24858781509101,-48.0034858812578,2025-11-15 17:33:39.948598385
80.0,-224.30797964241356,-119.84322413010523,-153.27605978399515,-124.05061158025637,2025-11-15 17:33:39.964365959
80.0,-257.81000344548374,-167.2053171689622,-203.26356259174645,-172.11580581078306,2025-11-15 17:33:39.964365959
81.0,-97.32715644687414,-34.31545204343274,-109.69874550029635,-86.84608682105318,2025-11-15 17:33:39.964932442
81.0,-144.53217368759215,-57.67860706662759,-100.69680630695075,-75.20751815894619,2025-11-15 17:33:39.964932442
82.0,-276.7264174213633,-181.13644450390711,-208.5106422295794,-170.93773732474074,2025-11-15 17:33:39.978577852
82.0,-196.26620977465063,-113.4442553059198,-168.91632139869034,-130.09428990865126,2025-11-15 17:33:39.978577852
83.0,-87.88016915880144,-10.963516720104963,-71.31989215500653,-55.77499798918143,2025-11-15 17:33:39.994413614
83.0,-275.21923773922026,-171.85401281388476,-198.02770265378058,-165.00999589497223,2025-11-15 17:33:39.994413614
84.0,-234.49172722175717,-148.95086548523977,-190.0953748477623,-160.55951494770125,2025-11-15 17:33:39.994940281
84.0,-62.40397066064179,7.126379365567118,-67.81934579648077,-50.699953749310225,2025-11-15 17:33:39.994940281
85.0,-219.8799380948767,-124.43208137573674,-151.12187740951777,-120.60242382111028,2025-11-15 17:33:40.008650064
85.0,-258.80107693374157,-170.53008822957054,-201.11686001718044,-166.3526199790649,2025-11-15 17:33:40.008650064
86.0,-112.06610217224807,-44.37578292423859,-109.3135358048603,-87.59032691223547,2025-11-15 17:33:40.024372101
86.0,-147.4792148526758,-62.323562811594456,-104.4965446619317,-81.7635627812706,2025-11-15 17:33:40.024372101
87.0,-285.85925311315805,-186.41344334138557,-211.51378189399838,-180.5904191103764,2025-11-15 17:33:40.024939537
87.0,-181.88629444502294,-100.72859545657411,-154.57380506861955,-121.80293170688674,2025-11-15 17:33:40.024939537
88.0,-77.39348968304694,1.1201000367291272,-61.1772834751755,-44.42814152361825,2025-11-15 17:33:40.038588285
88.0,-261.3142897039652,-165.7617157860659,-187.76915707532316,-151.40797975612804,2025-11-15 17:33:40.038588285
89.0,-238.4822004744783,-163.83192740892991,-202.3585068024695,-158.33427447406575,2025-11-15 17:33:40.054363489
89.0,-56.66322422865778,4.882439392153174,-67.4004770014435,-54.525871403981,2025-11-15 17:33:40.054363489
90.0,-224.96994193457067,-130.2251864071004,-161.34676388837397,-127.57733723847196,2025-11-15 17:33:40.054928780
90.0,-278.00546320620924,-187.2960597309284,-222.74096156097949,-184.65195046225563,2025-11-15 17:33:40.054928780
91.0,-111.71455157641321,-44.226186926010996,-114.87476703897119,-96.3603923083283,2025-11-15 17:33:40.068583488
91.0,-143.7767138965428,-56.87826847610995,-99.82914951723069,-73.13561358349398,2025-11-15 17:33:40.068583488
92.0,-277.163985716179,-188.46290851710364,-212.75542867928743,-172.85630600200966,2025-11-15 17:33:40.100662708
92.0,-182.17052684165537,-112.71497481456026,-159.3309578122571,-133.1535280724056,2025-11-15 17:33:40.100662708
93.0,-76.82876478973776,-10.776521722320467,-65.75118112098426,-52.01639853371307,2025-11-15 17:33:40.101423502
93.0,-271.8308883793652,-179.00844142911956,-196.9057326670736,-169.88682543719187,2025-11-15 17:33:40.101423502
94.0,-239.5256325621158,-151.11252765962854,-188.92852606158704,-152.2344976463355,2025-11-15 17:33:40.102118492
94.0,-56.173297334462404,6.000669478904456,-64.10936504043639,-45.860523206647485,2025-11-15 17:33:40.102118492
95.0,-218.97114240564406,-112.26244691992179,-141.44301632419229,-113.94166200002655,2025-11-15 17:33:40.102866411
95.0,-265.6151746530086,-163.89550570817664,-197.7584298569709,-167.81492086173967,2025-11-15 17:33:40.102866411
96.0,-97.12520184926689,-32.04533277032897,-102.55179668497294,-84.4675104492344,2025-11-15 17:33:40.113635540
96.0,-140.42950343620032,-49.129195767920464,-100.33029611129314,-76.58380134264007,2025-11-15 17:33:40.113635540
97.0,-272.979037665762,-171.97742951242253,-204.32943407911807,-167.60174656426534,2025-11-15 17:33:40.128577709
97.0,-173.43786044511944,-100.2910271617584,-155.80423215404153,-122.95108099328354,2025-11-15 17:33:40.128577709
98.0,-73.53765282873064,-1.247256635222584,-61.356798673048615,-44.20748742623255,2025-11-15 17:33:40.144259930
98.0,-267.2345513338223,-161.62164653511718,-190.09911474771798,-162.58280082372949,2025-11-15 17:33:40.144259930
99.0,-237.97731398046017,-148.48337799077854,-189.91959954984486,-162.62019982328638,2025-11-15 17:33:40.144964457
99.0,-57.403724419884384,10.567087324801832,-71.4059098539874,-51.62370903836563,2025-11-15 17:33:40.144964457
100.0,-221.54045367520303,-126.3020313535817,-153.42191588226706,-127.64839533763006,2025-11-15 17:33:40.159270287
100.0,-266.29583644494414,-175.97912246501073,-205.01383577100933,-160.00226985430345,2025-11-15 17:33:40.159270287
0.0,-109.93061929754913,-46.917044944129884,-111.29942268133163,-89.89036538498476,2025-11-15 17:33:40.160032034
1.0,-151.90725640021265,-58.6565909050405,-101.06331650260836,-76.72965744091198,2025-11-15 17:33:40.173636436
1.0,-283.5741742402315,-183.71136562339962,-208.0655941348523,-175.90806436585262,2025-11-15 17:33:40.173636436
2.0,-190.18887234665453,-110.27095019351691,-163.9684337573126,-135.76771814143285,2025-11-15 17:33:40.189251900
2.0,-78.95676786452532,-6.148395527154207,-64.4384762365371,-49.41716806450859,2025-11-15 17:33:40.189251900
3.0,-275.2080180393532,-170.99196587409824,-195.39481308497488,-166.15440528141335,2025-11-15 17:33:40.189964294
3.0,-247.49535936769098,-156.39139644708484,-190.9031932381913,-154.44477852014825,2025-11-15 17:33:40.189964294
4.0,-56.84647932648659,9.170234691351652,-58.48829540703446,-46.09613690385595,2025-11-15 17:33:40.203583717
4.0,-210.70222360361367,-114.02954964898527,-139.9208770422265,-104.23288171505556,2025-11-15 17:33:40.203583717
5.0,-276.67405882198364,-175.88001511618495,-207.51582884136587,-171.64457841636613,2025-11-15 17:33:40.219338655
5.0,-112.9075796622783,-44.38513267412782,-110.39062699209899,-86.77128882193938,2025-11-15 17:33:40.219338655
6.0,-147.07530565746129,-58.189103410579264,-101.36624839901924,-78.71180441742763,2025-11-15 17:33:40.219974756
6.0,-283.37221964262426,-176.43352030962706,-207.07078074663877,-176.40921095991507,2025-11-15 17:33:40.219974756
7.0,-188.85372806247324,-106.51235073804855,-164.8211309472099,-137.69002671865746,2025-11-15 17:33:40.233570337
7.0,-83.42220841161907,-6.159615227021277,-64.43099643662572,-50.59149665059522,2025-11-15 17:33:40.233570337
8.0,-273.7606767565012,-166.83693702332675,-188.4198996676132,-157.77702938066795,2025-11-15 17:33:40.249296904
8.0,-240.8196379467845,-153.3284183833748,-192.25329712219536,-162.1714118286036,2025-11-15 17:33:40.249296904
9.0,-47.92307803221047,15.883355111815035,-58.7313889041543,-37.25127350864932,2025-11-15 17:33:40.249959707
9.0,-220.81865298375487,-125.07347421813756,-152.72629449050874,-118.85963044175878,2025-11-15 17:33:40.249959707
10.0,-280.48875677678734,-181.68059994746,-208.77617512643337,-172.321500308346,2025-11-15 17:33:40.263577700
10.0,-126.00096940714866,-53.697483563795686,-116.10145422443748,-88.85815299721435,2025-11-15 17:33:40.263577700
11.0,-135.8406461905688,-57.51966131851077,-101.50088479742408,-81.50924958428368,2025-11-15 17:33:40.279243708
11.0,-275.41371253691614,-177.38719479832798,-210.36563260760158,-173.394851595629,2025-11-15 17:33:40.279243708
12.0,-185.59627520106733,-106.13462084252387,-156.03984585125,-130.21022680727765,2025-11-15 17:33:40.279959679
12.0,-71.69762205053121,1.3837629836052656,-62.70690255705267,-43.59788373345509,2025-11-15 17:33:40.279959679
13.0,-271.2699033860117,-169.7877180883661,-193.96617130190134,-152.61970734177157,2025-11-15 17:33:40.293635130
13.0,-251.76632511708885,-159.51421291008592,-200.37635982595384,-165.43634448992088,2025-11-15 17:33:40.293635130
14.0,-65.12661782838404,6.02497882861644,-72.15762974508107,-53.067310421261936,2025-11-15 17:33:40.309385300
14.0,-218.68691000901163,-116.84569431561977,-142.60238531045616,-110.26534034358338,2025-11-15 17:33:40.309385300
15.0,-272.6125274701044,-172.87313555181026,-211.74939559120685,-173.27143489709124,2025-11-15 17:33:40.309985161
15.0,-110.67485938873142,-43.667071882635355,-113.53962275478989,-93.66392444027588,2025-11-15 17:33:40.309985161
16.0,-135.04778739996254,-47.99039623141289,-93.7854711888358,-77.80674862815067,2025-11-15 17:33:40.340024471
16.0,-280.29802187904716,-182.7202921351418,-208.12543253414333,-173.42477079527453,2025-11-15 17:33:40.340024471
17.0,-194.4261789964512,-110.05777589604259,-163.77395895961672,-134.77290475321934,2025-11-15 17:33:40.340680361
17.0,-64.68530963361263,10.823270471766591,-51.692897187545896,-30.137983792927116,2025-11-15 17:33:40.340680361
18.0,-263.21041898149997,-167.31564421765506,-185.3793610036373,-144.53404363757,2025-11-15 17:33:40.341419935
18.0,-250.8650092277676,-162.5958904735744,-202.44078460149467,-169.34080004366115,2025-11-15 17:33:40.341419935
