# Experiment: OpenBCISession_2025-11-15_11-29-43
# Original file: OpenBCI-RAW-2025-11-15_12-07-49.txt
# Duration: 1.2 minutes
# Sample rate: 200 Hz
# Sample count: 14577
# Board: OpenBCI_GUI$BoardGanglionBLE
#
sample_index,eeg_ch0,eeg_ch1,eeg_ch2,eeg_ch3,timestamp_unix
47.0,-96.14160816092044,-111.20592518243939,-120.14428607653826,-98.17237383686006,2025-11-15 17:07:49.367014885
47.0,79.64864935632795,28.64015386067331,-18.430226981639862,-36.471504367887974,2025-11-15 17:07:49.367014885
0.0,-205.27375881792977,-131.20317024551332,-177.01133485278115,-150.2542206197977,2025-11-15 17:07:49.387485027
1.0,-444.2066172370687,101.42608679831028,24.576752558816224,25.0124509036541,2025-11-15 17:07:49.401011705
1.0,-676.5179827846587,-76.51461319345981,-102.66586363362148,-68.09983829315752,2025-11-15 17:07:49.401011705
2.0,-753.6347198709846,-147.9616619469598,-182.24719479074702,-149.82039222493768,2025-11-15 17:07:49.433990479
2.0,-523.8141276938841,25.068549402989447,-50.21002685511485,-39.224070735275745,2025-11-15 17:07:49.433990479
3.0,-503.7159053320065,47.05542124249041,-3.02370911417529,16.88190839998424,2025-11-15 17:07:49.434720755
3.0,-282.13244280731305,-169.8961751870811,-195.4079027348198,-153.519153281115,2025-11-15 17:07:49.434720755
4.0,-143.7898035463877,-68.51122728828341,-130.91332799894735,-111.39666008017957,2025-11-15 17:07:49.435469389
4.0,17.90103113790974,96.50063855666667,33.92650244804099,41.688664806075394,2025-11-15 17:07:49.435469389
5.0,259.9118272205815,-128.69743727520108,-152.26815674593672,-93.21700639557093,2025-11-15 17:07:49.446421146
5.0,280.82534777279943,-118.84280089195818,-159.37022676179186,-116.32584822177887,2025-11-15 17:07:49.446421146
6.0,44.18504802649841,96.14160816092044,12.870865697506815,-4.517799146473408,2025-11-15 17:07:49.447136879
6.0,-144.51160423783585,-63.66431694570929,-95.7320891157724,-77.59918418060988,2025-11-15 17:07:49.447136879
7.0,-232.1337202996947,-140.2911271378398,-179.01966112898663,-144.24420139100403,2025-11-15 17:07:49.460765362
7.0,-46.97501339344308,24.234551712870598,-41.12206996278837,-25.37896109931171,2025-11-15 17:07:49.460765362
8.0,-93.93319723708555,2.1504424745216966,-36.91094261268154,-26.17181988991797,2025-11-15 17:07:49.476428032
8.0,-266.2640472953208,-164.4845399511978,-192.1093109739013,-161.66091548465192,2025-11-15 17:07:49.476428032
9.0,-131.9006615872495,-59.44196989573538,-115.81161197787151,-97.55903024412692,2025-11-15 17:07:49.477140427
9.0,25.283593650441617,95.24029227159917,34.74180063838139,42.062654801644385,2025-11-15 17:07:49.477140427
10.0,253.6362750949338,-132.64677162840962,-153.32654843339697,-123.01278934255242,2025-11-15 17:07:49.507142067
10.0,269.7664636038244,-132.21668313350528,-175.74350876780227,-153.67622907925397,2025-11-15 17:07:49.507142067
11.0,52.51754512777552,106.13088094256818,28.944955707062036,34.73993068840355,2025-11-15 17:07:49.507856131
11.0,-180.28374731400982,-79.03156586363912,-97.4711425951682,-61.801846767775714,2025-11-15 17:07:49.507856131
12.0,-249.3185605960898,-156.5933510446921,-182.75582118472084,-126.95464389584959,2025-11-15 17:07:49.508599758
12.0,-30.79246628517285,32.9410388097167,-44.278545525390655,-38.33771444577724,2025-11-15 17:07:49.508599758
13.0,-36.41727581853047,18.93885337561369,-26.611258134711534,-10.04537128098309,2025-11-15 17:07:49.520723819
13.0,-274.8171984939836,-159.0729047153145,-185.50464765215293,-121.6888647582382,2025-11-15 17:07:49.520723819
14.0,-134.53729105601087,-65.72500182129443,-132.98523257439956,-125.23428991623223,2025-11-15 17:07:49.536470652
14.0,45.535151910502464,88.8226239476353,14.942770272959024,11.406694864854217,2025-11-15 17:07:49.536470652
15.0,219.59570569824427,-145.52698707580566,-169.75966883869842,-134.74485550355166,2025-11-15 17:07:49.537251949
