# Experiment: OpenBCISession_2025-11-15_11-29-43
# Original file: OpenBCI-RAW-2025-11-15_12-01-33.txt
# Duration: 1.1 minutes
# Sample rate: 200 Hz
# Sample count: 13066
# Board: OpenBCI_GUI$BoardGanglionBLE
#
sample_index,eeg_ch0,eeg_ch1,eeg_ch2,eeg_ch3,timestamp_unix
0.0,-43.95130427926779,10.374482477083802,-55.81613688869402,-36.94086181232706,2025-11-15 17:01:33.488523483
1.0,-67.27332040295005,8.504532499238849,-26.78329353267327,-5.566841084044427,2025-11-15 17:01:33.501964092
1.0,-243.1570754190907,-148.70964193809777,-169.3258404438384,-134.4176142574288,2025-11-15 17:01:33.501964092
2.0,-131.51732184179127,-68.47382828872651,-117.49830685788766,-80.63037309469655,2025-11-15 17:01:33.518808842
2.0,12.184594055637717,64.13180444017053,13.166317794006318,36.275159620214254,2025-11-15 17:01:33.518808842
3.0,-211.67085769213736,-114.67281244136393,-131.6014695907943,-88.8768524969928,2025-11-15 17:01:33.519409895
3.0,-200.88498621992767,-118.41645229700953,-152.85158113902435,-113.94914179993793,2025-11-15 17:01:33.519409895
4.0,11.67596766166389,54.2472488572821,-7.698584058787674,9.991142731625587,2025-11-15 17:01:33.531810760
4.0,-154.95153496414423,-68.55610608775169,-86.1355058294721,-55.44962669303641,2025-11-15 17:01:33.531810760
5.0,-221.11784498021007,-138.31645996123552,-165.51114248903468,-123.62426298530772,2025-11-15 17:01:33.547480345
5.0,-54.23228925745934,-0.44130819477140903,-62.009411215316504,-36.667849115561694,2025-11-15 17:01:33.547480345
6.0,-74.83913801331073,1.8250711783766747,-32.01167367072776,-7.272235463839024,2025-11-15 17:01:33.548193216
6.0,-226.9633086109534,-135.11510559916496,-148.57687548967078,-120.34063082421198,2025-11-15 17:01:33.548193216
7.0,-136.23707558587193,-69.143270380795,-111.27511333161965,-78.53228921955451,2025-11-15 17:01:33.561856747
7.0,-0.07105809915810823,56.86517882626504,10.424971126485616,33.552512452472,2025-11-15 17:01:33.561856747
8.0,-207.18297774530947,-116.28096942231059,-124.57045767409727,-94.13141193473712,2025-11-15 17:01:33.577523470
8.0,-183.9394995206967,-112.02870317269117,-146.2768370169215,-107.845625072252,2025-11-15 17:01:33.577523470
9.0,-0.0523585993796587,51.285248092375696,-4.691704494412988,18.622831829357892,2025-11-15 17:01:33.578191519
