# Experiment: OpenBCISession_2025-11-03_16-09-29
# Original file: OpenBCI-RAW-2025-11-03_16-58-32.txt
# Duration: 1.1 minutes
# Sample rate: 200 Hz
# Sample count: 12690
# Board: OpenBCI_GUI$BoardGanglionBLE
#
sample_index,eeg_ch0,eeg_ch1,eeg_ch2,eeg_ch3,timestamp_unix
34.0,27.37606767565012,24.672120007686317,29.567649049684405,27.42468637507409,2025-11-03 21:58:32.380247116
34.0,267.4084566817619,78.72115416731685,-210.44043060671538,6.563524422235787,2025-11-03 21:58:32.380247116
0.0,215.87076534237713,-95.64607141679153,185.50090775219724,-51.23849934292957,2025-11-03 21:58:32.415217161
1.0,255.5324043724686,-65.39402067521587,218.84959565708414,-16.850119250360876,2025-11-03 21:58:32.427618504
1.0,259.5640165247023,-66.57208916125819,221.39646752690896,-16.431250455323607,2025-11-03 21:58:32.427618504
2.0,227.82348560076207,-85.78395523363724,197.37883001146838,-36.1480030217208,2025-11-03 21:58:32.444036484
2.0,229.45408198144287,-85.26036923984066,194.75716014252976,-43.80357823101804,2025-11-03 21:58:32.444036484
3.0,247.50283916760236,-78.21439772332087,202.4089954518713,-26.955328930635005,2025-11-03 21:58:32.444842100
3.0,255.1247552772984,-55.26263169525191,228.78650983935222,-3.5996537073515356,2025-11-03 21:58:32.444842100
4.0,200.28660222701728,-109.42386285355315,171.27432832075283,-60.52093103295192,2025-11-03 21:58:32.457159042
4.0,278.52904920000583,-33.90406304830685,245.22337014460936,10.862539421301335,2025-11-03 21:58:32.457159042
5.0,248.7444859528914,-67.7538975472562,210.3450631578453,-23.48844167171046,2025-11-03 21:58:32.472958088
5.0,247.25600577052683,-66.3850941634737,215.87637519231066,-8.532581748906523,2025-11-03 21:58:32.472958088
6.0,204.07138098217547,-109.09849155740812,175.85944566642866,-59.30172364739701,2025-11-03 21:58:32.473600864
6.0,225.54214662779123,-81.63640618277714,203.2990916413255,-34.37529044272378,2025-11-03 21:58:32.473600864
7.0,282.04081525839865,-32.576398564036936,252.1421850626357,14.69593687588349,2025-11-03 21:58:32.487179041
7.0,212.30290078464895,-93.40213144337758,187.34841833030805,-47.69307418493554,2025-11-03 21:58:32.487179041
8.0,233.3734971350059,-72.41007299209014,210.24782575899735,-22.68810308119282,2025-11-03 21:58:32.503012896
8.0,254.25335858762264,-42.647949144709855,241.62184648727998,11.214090017136186,2025-11-03 21:58:32.503012896
9.0,264.7138587636873,-52.25949203083292,225.73101157555357,-13.805840686429292,2025-11-03 21:58:32.503540516
9.0,223.82553254812956,-94.85695252614096,188.76958031347021,-46.260692501906306,2025-11-03 21:58:32.503540516
10.0,204.40049217827618,-99.52808757079765,183.79551337240264,-49.80985755985603,2025-11-03 21:58:32.517263174
10.0,203.51787578873336,-100.3620852609165,181.87320479517803,-50.82711034780368,2025-11-03 21:58:32.517263174
11.0,268.22188492212445,-45.464093811344355,229.77758332761005,-6.733689870219678,2025-11-03 21:58:32.532967090
11.0,248.51635205559433,-68.82350893458351,206.77719860011712,-28.226894915569574,2025-11-03 21:58:32.532967090
