# Experiment: OpenBCISession_2025-11-03_16-09-29
# Original file: OpenBCI-RAW-2025-11-03_16-52-21.txt
# Duration: 1.1 minutes
# Sample rate: 200 Hz
# Sample count: 12678
# Board: OpenBCI_GUI$BoardGanglionBLE
#
sample_index,eeg_ch0,eeg_ch1,eeg_ch2,eeg_ch3,timestamp_unix
38.0,-34.855867587029934,-24.343008811585605,-29.36195455212146,-21.35856864694506,2025-11-03 21:52:21.889937878
38.0,-61.67843006923795,-46.76744894590229,-54.79327425081283,-45.89231235627085,2025-11-03 21:52:21.889937878
0.0,313.63362013408914,-32.51843011472374,277.1134970667772,19.144547873176634,2025-11-03 21:52:21.915991545
1.0,266.13315079687163,-62.50868785940111,245.7619157382287,-2.4832935705780983,2025-11-03 21:52:21.929428101
1.0,235.5370292593725,-92.3792688054964,208.87154257530347,-37.14468635991216,2025-11-03 21:52:21.929428101
2.0,263.1786298318766,-71.75746044982225,233.19585188711062,-14.46967292856425,2025-11-03 21:52:21.946167231
2.0,272.86497071711347,-54.79701415076852,255.1041858275421,-3.1938745621591806,2025-11-03 21:52:21.946167231
3.0,220.6073486362584,-105.24452465306967,203.05973804416135,-42.71713729389012,2025-11-03 21:52:21.946898699
3.0,237.06664834124967,-95.37118877004832,217.06192347826436,-20.88360135257244,2025-11-03 21:52:21.946898699
4.0,273.76628660643473,-57.13445162307471,259.97727546980605,16.11522890906781,2025-11-03 21:52:21.959276438
4.0,229.9084798260592,-91.0067255217582,218.47934556147084,-19.832689465023577,2025-11-03 21:52:21.959276438
5.0,234.71425126912072,-94.71670627780259,217.72388577042148,-23.845602117478848,2025-11-03 21:52:21.974990606
5.0,286.46698685595766,-47.717383534647524,266.0695724976249,25.01619080360979,2025-11-03 21:52:21.974990606
6.0,263.72091532545164,-56.23313573375344,251.9177910652943,13.366402441635728,2025-11-03 21:52:21.975708723
6.0,237.3583605377935,-90.15776823181659,218.43820666195825,-14.192920331843197,2025-11-03 21:52:21.975708723
7.0,269.7458941540681,-62.160877163521945,246.75298922648653,-3.7922585550695658,2025-11-03 21:52:22.005795717
7.0,281.3695032163523,-52.22770288120955,252.2880411609076,-2.490773370489478,2025-11-03 21:52:22.005795717
8.0,229.51953023066744,-98.85677552875131,205.99555950937793,-43.16218538861722,2025-11-03 21:52:22.006418467
8.0,261.521854151506,-69.89125037193298,234.13830667594448,-13.927387434989214,2025-11-03 21:52:22.006418467
9.0,314.1310268281959,-25.610834896564484,282.1848014066927,29.545209649950266,2025-11-03 21:52:22.007097244
9.0,248.77253520255908,-71.2189148562029,228.4573986432515,-19.944886463694274,2025-11-03 21:52:22.007097244
10.0,233.59976108232513,-88.4486339520663,216.84874918079004,-25.842708693817258,2025-11-03 21:52:22.019323111
