73.000000	22.016791	19.110889	2.655329	6.376529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.566184	0.000000
73.000000	-202.433305	88.919861	-197.227364	12.498746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.566184	0.000000
0.000000	188.182416	-97.156991	177.983709	-31.948095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.585978	0.000000
1.000000	214.821723	-76.426726	201.567518	-8.356806	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.599445	0.000000
1.000000	197.726641	-87.481870	187.505494	-14.931551	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.599445	0.000000
2.000000	197.397530	-96.326733	179.629265	-26.902970	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.616118	0.000000
2.000000	216.183047	-79.433605	190.448795	-22.972335	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.616118	0.000000
3.000000	235.118160	-62.312343	212.682501	3.708111	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.616876	0.000000
3.000000	192.531920	-91.423724	180.523101	-20.874252	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.616876	0.000000
4.000000	212.274852	-78.461231	192.498261	-20.859292	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.645621	0.000000
4.000000	221.703139	-72.140800	197.722901	-2.548742	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.645621	0.000000
5.000000	215.580923	-70.682239	201.698414	-4.373813	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.646312	0.000000
5.000000	194.940415	-96.988696	177.007595	-29.539600	-0.032000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1762207456.646312	0.000000
